model,dim,niter,costp_l2,costq_l2,lrate,method,nn,normalize,rmse,precision_at_k,recall_at_k
LIBMF,200,30,0.05,0.01,0.05,,,,0.8880039494778352,0.06870000000000001,0.05147372856573613
LIBMF,25,30,0.05,0.05,0.05,,,,0.8880265505220686,0.02336666666666667,0.014040121912345232
LIBMF,100,50,0.005,0.005,0.01,,,,0.8880739602993071,0.0025333333333333367,5.390646699002409e-4
LIBMF,10,50,0.05,0.1,0.03,,,,0.8881186714244661,0.003433333333333334,0.001127132159341885
LIBMF,100,50,0.01,0.005,0.01,,,,0.8881584980362532,0.002433333333333333,5.341921349142542e-4
LIBMF,50,30,0.1,0.01,0.03,,,,0.8881836025158545,0.0306,0.021933754154965967
LIBMF,200,80,0.05,0.05,0.05,,,,0.8881966554585518,0.06226666666666667,0.046724091531569444
LIBMF,100,50,0.005,0.01,0.01,,,,0.8881985301523025,0.0024999999999999957,5.872334925937706e-4
LIBMF,75,80,0.05,0.01,0.03,,,,0.8882009593408655,0.05366666666666667,0.03743959163882965
LIBMF,100,50,0.01,0.01,0.01,,,,0.8882014074969993,0.0023000000000000043,5.118715282959281e-4
LIBMF,50,30,0.01,0.01,0.03,,,,0.8882366818942117,0.024300000000000016,0.006785578624507954
LIBMF,200,30,0.01,0.1,0.1,,,,0.8882555209613211,0.018199999999999997,0.013850022168099652
LIBMF,50,30,0.1,0.005,0.03,,,,0.8882894078409707,0.0323,0.023904457015653267
LIBMF,10,80,0.1,0.1,0.1,,,,0.8883269043883811,9.333333333333327e-4,5.873392252760903e-4
LIBMF,100,50,0.005,0.05,0.01,,,,0.8883764840875855,0.0017666666666666664,4.67615082290782e-4
LIBMF,50,80,0.005,0.005,0.01,,,,0.8884206358811598,0.0023333333333333327,5.671306635217985e-4
LIBMF,50,30,0.1,0.05,0.03,,,,0.8884512036328537,0.020500000000000008,0.013652326044989707
LIBMF,100,50,0.01,0.05,0.01,,,,0.8884988547954011,0.001566666666666666,4.833938983905027e-4
LIBMF,200,80,0.05,0.1,0.01,,,,0.8885075283575616,7.000000000000001e-4,2.3995407887394846e-4
LIBMF,50,80,0.01,0.01,0.01,,,,0.8885516551195943,0.001933333333333331,4.0603047857453573e-4
LIBMF,100,50,0.005,0.1,0.03,,,,0.8885620168680645,0.020066666666666674,0.005661690605774491
LIBMF,75,30,0.1,0.1,0.03,,,,0.8886088963060174,0.010900000000000005,0.006196641910402348
LIBMF,100,80,0.1,0.05,0.1,,,,0.8886112638965777,0.048499999999999995,0.03707419524904558
LIBMF,25,50,0.05,0.1,0.05,,,,0.888611945585587,0.011500000000000003,0.006856939131083715
LIBMF,50,80,0.005,0.05,0.01,,,,0.888616096517255,0.0015999999999999975,4.4155248241105083e-4
LIBMF,75,30,0.01,0.005,0.03,,,,0.8886436880027813,0.032500000000000015,0.011275285929226374
LIBMF,50,80,0.01,0.005,0.01,,,,0.8887133192078621,0.0021000000000000003,4.169439266185025e-4
LIBMF,75,80,0.01,0.1,0.01,,,,0.8887219088007354,5.999999999999996e-4,2.1473288297748556e-4
LIBMF,75,80,0.005,0.1,0.01,,,,0.8887253597957503,6.333333333333328e-4,1.432944789213604e-4
LIBMF,200,30,0.005,0.01,0.03,,,,0.8887279548016747,0.04330000000000001,0.01831339921826419
LIBMF,50,80,0.005,0.01,0.01,,,,0.8887363278749821,0.002033333333333336,4.987235635946962e-4
LIBMF,200,50,0.01,0.01,0.03,,,,0.8887406529050196,0.050433333333333316,0.02158230998578967
LIBMF,10,30,0.05,0.1,0.05,,,,0.8888177386686958,0.003166666666666666,0.0016725197848162538
LIBMF,10,80,0.05,0.1,0.03,,,,0.8888366847031527,0.0025666666666666667,9.123183968805006e-4
LIBMF,200,50,0.1,0.01,0.05,,,,0.8888489101656006,0.07273333333333334,0.057879094238052854
LIBMF,25,30,0.01,0.1,0.03,,,,0.8888584851240985,0.005966666666666652,0.0011018933228384156
LIBMF,50,80,0.05,0.01,0.03,,,,0.8889243050007704,0.045033333333333335,0.029355466314758043
LIBMF,200,30,0.005,0.005,0.03,,,,0.8889260891177994,0.04450000000000001,0.01928545078746721
LIBMF,100,80,0.01,0.1,0.03,,,,0.8889365661053353,0.02556666666666667,0.010122401991263854
LIBMF,200,30,0.005,0.05,0.01,,,,0.8889374428878789,0.0022000000000000023,5.495128039580037e-4
LIBMF,200,50,0.005,0.1,0.05,,,,0.888973523422936,0.04046666666666667,0.020120110415192398
LIBMF,50,30,0.005,0.05,0.03,,,,0.8889811575302441,0.016033333333333347,0.0035858196755674094
LIBMF,200,30,0.005,0.01,0.01,,,,0.8889870055077681,0.0028666666666666675,6.745925368579861e-4
LIBMF,50,80,0.01,0.05,0.01,,,,0.8889879501638797,0.0012999999999999993,3.5971834276411904e-4
LIBMF,200,30,0.005,0.005,0.01,,,,0.8890279001888919,0.0032000000000000015,6.510323757752132e-4
LIBMF,200,80,0.05,0.005,0.03,,,,0.889032233784714,0.07063333333333334,0.052587109279227176
LIBMF,100,50,0.01,0.1,0.01,,,,0.8891530068169708,0.001,3.563533247727718e-4
LIBMF,10,30,0.1,0.1,0.1,,,,0.8891553379222096,9.33333333333333e-4,5.22751886611866e-4
LIBMF,200,30,0.01,0.05,0.01,,,,0.889182579100878,0.002166666666666666,4.681522197845474e-4
LIBMF,75,50,0.01,0.005,0.01,,,,0.889182665334273,0.003033333333333334,7.861521685658899e-4
LIBMF,75,50,0.005,0.01,0.01,,,,0.8891963750130673,0.0030999999999999964,7.904501356986193e-4
LIBMF,100,80,0.05,0.01,0.01,,,,0.8892357474783328,0.0017666666666666662,5.672526545552353e-4
LIBMF,200,80,0.1,0.05,0.1,,,,0.8892376938630696,0.05086666666666667,0.04078887082352306
LIBMF,75,50,0.005,0.005,0.01,,,,0.8892498647344029,0.002999999999999995,7.633691957611323e-4
LIBMF,100,50,0.005,0.1,0.01,,,,0.8892858734250036,0.0011333333333333325,3.067459710554677e-4
LIBMF,200,30,0.01,0.005,0.01,,,,0.8893562210429683,0.0028666666666666662,6.759622549338595e-4
LIBMF,50,50,0.1,0.05,0.1,,,,0.8893611328925595,0.0356,0.026531409033093326
LIBMF,200,30,0.01,0.01,0.01,,,,0.8893650471759205,0.0027000000000000036,6.075649974276687e-4
LIBMF,75,80,0.1,0.05,0.1,,,,0.8893651992481798,0.04416666666666667,0.03539529720810883
LIBMF,75,50,0.01,0.01,0.01,,,,0.8893922468378112,0.0029666666666666613,8.40579239644115e-4
LIBMF,50,50,0.01,0.1,0.03,,,,0.8894196475261851,0.01306666666666663,0.002891633143138853
LIBMF,75,50,0.01,0.05,0.01,,,,0.8894664640676427,0.0021000000000000007,4.686087322227088e-4
LIBMF,100,80,0.05,0.005,0.01,,,,0.8895133486769746,0.0018999999999999996,6.104223595206027e-4
LIBMF,25,50,0.1,0.1,0.03,,,,0.8895220616289468,0.006433333333333327,0.0036522094961459347
LIBMF,50,30,0.005,0.1,0.03,,,,0.8895231984081131,0.009499999999999986,0.0019170315292597526
LIBMF,10,50,0.1,0.1,0.1,,,,0.8895290366877866,4.999999999999994e-4,1.3907532241564944e-4
LIBMF,75,50,0.005,0.05,0.01,,,,0.8896003700469146,0.0021666666666666627,5.954785390642158e-4
LIBMF,100,80,0.05,0.05,0.01,,,,0.8896248030120113,0.001566666666666665,5.649414658155878e-4
LIBMF,10,30,0.05,0.1,0.03,,,,0.8896536482395248,0.00486666666666667,0.0017274549709847538
LIBMF,50,80,0.01,0.1,0.01,,,,0.8896600134862127,0.001099999999999999,3.40966421181288e-4
LIBMF,100,80,0.05,0.005,0.03,,,,0.889674603137378,0.05909999999999999,0.04179231127128926
LIBMF,10,30,0.05,0.05,0.03,,,,0.8896910174029108,0.009300000000000004,0.003080412473614331
LIBMF,200,30,0.005,0.1,0.01,,,,0.8896987343325907,0.0015333333333333347,4.89185435071238e-4
LIBMF,75,80,0.05,0.005,0.03,,,,0.889753009869885,0.0545,0.03825486505714728
LIBMF,200,30,0.01,0.1,0.01,,,,0.8897557134766263,0.0013666666666666636,3.989674477335434e-4
LIBMF,10,80,0.05,0.05,0.03,,,,0.8897696439021413,0.007299999999999999,0.002908958168570395
LIBMF,200,30,0.05,0.005,0.05,,,,0.889830851321174,0.0706,0.050997577217613305
LIBMF,100,80,0.05,0.05,0.05,,,,0.889876282139209,0.05430000000000001,0.04159361362053046
LIBMF,50,80,0.005,0.1,0.01,,,,0.8899100069771515,7.666666666666677e-4,2.3339898296897464e-4
LIBMF,25,30,0.01,0.05,0.03,,,,0.8899137455907441,0.010466666666666683,0.0023322368867947463
LIBMF,75,50,0.01,0.1,0.01,,,,0.8899345816947343,0.0015333333333333342,4.8440140655052764e-4
LIBMF,200,50,0.005,0.05,0.05,,,,0.8899433649911855,0.04583333333333333,0.023247263033985843
LIBMF,10,80,0.1,0.05,0.03,,,,0.8899816010703817,0.011466666666666667,0.008430941918473484
LIBMF,25,80,0.05,0.01,0.03,,,,0.8900166710356175,0.026933333333333333,0.017154550649133387
LIBMF,10,80,0.1,0.01,0.03,,,,0.8900365908757467,0.024000000000000004,0.020176588177147726
LIBMF,75,50,0.005,0.1,0.01,,,,0.8900545876494352,0.0013666666666666645,3.963472301109639e-4
LIBMF,200,30,0.005,0.05,0.1,,,,0.8901132463687772,0.0201,0.013547177485460039
LIBMF,10,30,0.05,0.005,0.03,,,,0.8901159797139615,0.018133333333333335,0.007831172007891955
LIBMF,50,50,0.05,0.1,0.1,,,,0.8901173863570807,0.029433333333333332,0.022754052812785815
LIBMF,10,30,0.05,0.01,0.03,,,,0.8902321386461128,0.0162,0.0061469466704961616
LIBMF,100,80,0.05,0.1,0.1,,,,0.8903325427553391,0.04463333333333333,0.03383757260895262
LIBMF,100,50,0.1,0.01,0.05,,,,0.8904782491005876,0.0679,0.05525732235450658
LIBMF,200,50,0.05,0.05,0.01,,,,0.8904926330311588,0.0014333333333333323,4.969475870471111e-4
LIBMF,200,50,0.05,0.005,0.01,,,,0.8904981552151326,0.0019333333333333318,6.859680456640772e-4
LIBMF,75,80,0.05,0.01,0.01,,,,0.8904990954385337,0.0024666666666666665,8.865306019820585e-4
LIBMF,75,80,0.05,0.05,0.01,,,,0.8905499743879592,0.0016333333333333321,5.031254109983559e-4
LIBMF,200,80,0.05,0.1,0.1,,,,0.8905538000044173,0.04886666666666667,0.03770780153873008
LIBMF,200,50,0.05,0.01,0.01,,,,0.8905767818313528,0.0019333333333333342,6.332172481061938e-4
LIBMF,75,80,0.05,0.005,0.01,,,,0.8905965167267238,0.002400000000000001,8.31641156923181e-4
LIBMF,100,80,0.05,0.1,0.01,,,,0.890685030467064,0.0010999999999999985,4.004418675166697e-4
LIBMF,25,80,0.05,0.005,0.03,,,,0.8907007180974746,0.030166666666666658,0.018882966913524844
LIBMF,75,50,0.01,0.05,0.03,,,,0.8907528787501832,0.02793333333333333,0.010324581708039205
LIBMF,75,80,0.05,0.1,0.1,,,,0.8907680768923593,0.04103333333333334,0.03234000035495909
LIBMF,25,30,0.01,0.01,0.03,,,,0.8908155047450065,0.017333333333333353,0.00432929892142498
LIBMF,10,80,0.1,0.005,0.03,,,,0.8908572413130175,0.02613333333333334,0.021346945864017842
LIBMF,50,30,0.01,0.005,0.03,,,,0.8909259252235254,0.024933333333333335,0.00824886295226067
LIBMF,200,50,0.01,0.005,0.03,,,,0.8910217057275309,0.05259999999999997,0.02551757955744474
LIBMF,200,30,0.005,0.1,0.1,,,,0.891033992984074,0.0073999999999999995,0.00639600548949364
LIBMF,200,30,0.005,0.01,0.1,,,,0.8910541789387875,0.04393333333333333,0.027293027445657127
LIBMF,50,30,0.1,0.1,0.03,,,,0.891150351476621,0.01,0.0057934387194886
LIBMF,10,80,0.1,0.1,0.05,,,,0.8911811234468248,0.0011999999999999997,7.095766234044012e-4
LIBMF,100,30,0.05,0.01,0.05,,,,0.8911950625562279,0.06059999999999998,0.042924205440640927
LIBMF,10,30,0.05,0.05,0.05,,,,0.891216666328823,0.007966666666666669,0.005304063621786699
LIBMF,200,50,0.05,0.1,0.01,,,,0.8912594925183137,0.0011999999999999986,4.3706632043486745e-4
LIBMF,10,80,0.1,0.1,0.03,,,,0.8912740250941613,0.004066666666666667,0.00241230387657822
LIBMF,75,80,0.05,0.1,0.01,,,,0.891304841082566,0.0015333333333333336,6.977558930796645e-4
LIBMF,200,50,0.05,0.05,0.1,,,,0.891309177630974,0.05890000000000001,0.04414264521863509
LIBMF,75,80,0.05,0.05,0.05,,,,0.8914343115594661,0.04630000000000001,0.03443501816218786
LIBMF,50,80,0.1,0.05,0.1,,,,0.8914421041096525,0.037099999999999994,0.028528484941511268
LIBMF,50,50,0.005,0.05,0.01,,,,0.8914611593734361,0.0033333333333333344,9.116113207313641e-4
LIBMF,10,80,0.05,0.01,0.03,,,,0.8914660036846122,0.014700000000000001,0.008328771349857515
LIBMF,50,50,0.05,0.05,0.05,,,,0.8915024733297319,0.039666666666666676,0.02751975486239961
LIBMF,75,30,0.05,0.05,0.1,,,,0.8915038341902122,0.04393333333333333,0.03182652648513061
LIBMF,25,80,0.01,0.05,0.01,,,,0.8915152144652674,0.002933333333333331,0.0010911896938080507
LIBMF,50,80,0.05,0.005,0.03,,,,0.8915258324421439,0.04643333333333334,0.029954622054113752
LIBMF,50,80,0.05,0.05,0.01,,,,0.891537075116772,0.0022666666666666664,7.653735296159296e-4
LIBMF,10,80,0.05,0.005,0.03,,,,0.8915485453111089,0.014699999999999998,0.008089447822741428
LIBMF,50,50,0.01,0.05,0.01,,,,0.891550268135622,0.003099999999999995,9.202379717270348e-4
LIBMF,50,50,0.005,0.01,0.01,,,,0.8915548517185854,0.004066666666666665,0.0012320248728672485
LIBMF,50,50,0.005,0.005,0.01,,,,0.8915752271549618,0.004333333333333336,0.0012903389552697448
LIBMF,25,80,0.01,0.01,0.01,,,,0.8915791428989324,0.0036000000000000003,0.0011566110835586716
LIBMF,50,50,0.01,0.005,0.01,,,,0.891634547665485,0.00463333333333333,0.0013934294779515868
LIBMF,25,80,0.005,0.005,0.01,,,,0.8916752682308343,0.003699999999999991,0.001081571709615271
LIBMF,75,50,0.005,0.1,0.03,,,,0.8917142548141952,0.017366666666666662,0.004537112940120212
LIBMF,50,80,0.05,0.01,0.01,,,,0.8917493538415389,0.0032333333333333346,0.0012120320004057686
LIBMF,25,80,0.005,0.05,0.01,,,,0.8917657014073239,0.0023333333333333335,8.396687270283242e-4
LIBMF,25,80,0.005,0.01,0.01,,,,0.8917744495951837,0.003099999999999998,0.0010610242393859772
LIBMF,50,80,0.05,0.005,0.01,,,,0.8917863215688959,0.003266666666666667,0.0012196201699002838
LIBMF,50,50,0.01,0.01,0.01,,,,0.8917917695165231,0.004499999999999991,0.0012880899613815261
LIBMF,75,50,0.1,0.01,0.05,,,,0.8918197194206336,0.06043333333333334,0.04724137356637122
LIBMF,75,80,0.01,0.1,0.03,,,,0.8918910605831216,0.021433333333333325,0.008332277718334625
LIBMF,25,80,0.01,0.005,0.01,,,,0.8919308251355931,0.0033666666666666636,0.001303832145682184
LIBMF,50,50,0.01,0.1,0.01,,,,0.8920265697533414,0.0023999999999999963,8.868576132848498e-4
LIBMF,10,30,0.1,0.05,0.1,,,,0.8920345022466802,0.0015666666666666663,0.001015708929359776
LIBMF,10,50,0.05,0.1,0.05,,,,0.8920413052002532,0.001566666666666667,7.473073900335085e-4
LIBMF,25,30,0.01,0.005,0.03,,,,0.8920919128092228,0.016600000000000028,0.003990805154378938
LIBMF,10,30,0.1,0.05,0.05,,,,0.8921500102121185,0.016233333333333336,0.013985217361612677
LIBMF,50,80,0.05,0.1,0.01,,,,0.8921616522570972,0.0016666666666666676,6.576950708373044e-4
LIBMF,10,50,0.1,0.05,0.03,,,,0.8921884724067741,0.013399999999999999,0.009423269688414096
LIBMF,25,80,0.01,0.1,0.01,,,,0.8922142925578672,0.0019666666666666643,6.31695664856961e-4
LIBMF,50,50,0.005,0.1,0.01,,,,0.8922554950588858,0.0022333333333333367,6.18000250486937e-4
LIBMF,25,30,0.1,0.01,0.03,,,,0.8922780005654597,0.02746666666666667,0.018111468730161916
LIBMF,100,50,0.01,0.1,0.05,,,,0.8922889521311553,0.038333333333333344,0.01944108269408191
LIBMF,200,80,0.005,0.05,0.05,,,,0.8923528171210107,0.053566666666666665,0.030093395564754807
LIBMF,25,80,0.005,0.1,0.01,,,,0.8923865622585323,0.0018666666666666647,7.216855753645939e-4
LIBMF,200,30,0.01,0.01,0.1,,,,0.892398903893023,0.05296666666666667,0.035193964341672566
LIBMF,100,50,0.05,0.05,0.01,,,,0.8923989514356311,0.0024333333333333325,8.485235247385172e-4
LIBMF,10,30,0.05,0.1,0.1,,,,0.8924099204680249,5.33333333333333e-4,1.7911071310174618e-4
LIBMF,10,50,0.1,0.01,0.03,,,,0.8924178022351054,0.02433333333333333,0.0191739812960909
LIBMF,25,30,0.1,0.05,0.03,,,,0.8924574243197788,0.017833333333333333,0.010373017590161277
LIBMF,75,30,0.05,0.01,0.05,,,,0.8924739587321231,0.0555,0.0390062092416019
LIBMF,10,50,0.1,0.005,0.03,,,,0.8924754434710563,0.02443333333333333,0.01884140090013395
LIBMF,200,50,0.01,0.05,0.1,,,,0.8924798124358538,0.04563333333333333,0.03259880813865531
LIBMF,200,80,0.01,0.05,0.05,,,,0.8924978323414201,0.0597,0.03607219696672822
LIBMF,25,30,0.1,0.005,0.03,,,,0.8925057515036823,0.02843333333333333,0.018672084319622584
LIBMF,10,30,0.1,0.1,0.05,,,,0.892512070754978,0.007466666666666666,0.005822881902665837
LIBMF,25,30,0.005,0.1,0.03,,,,0.8925185632168428,0.005166666666666673,9.213810599332412e-4
LIBMF,10,80,0.05,0.1,0.05,,,,0.8925227859010054,7.999999999999998e-4,4.8004755234482395e-4
LIBMF,200,50,0.1,0.005,0.05,,,,0.8925278262931586,0.07543333333333334,0.060625783736668715
LIBMF,50,50,0.1,0.01,0.05,,,,0.8925311317842365,0.05536666666666667,0.04555050630730307
LIBMF,200,50,0.005,0.01,0.1,,,,0.8925426055819207,0.049466666666666666,0.031791833407628575
LIBMF,200,80,0.01,0.1,0.05,,,,0.8925823653835562,0.05646666666666667,0.03380616147249344
LIBMF,100,50,0.05,0.1,0.01,,,,0.8925904582810941,0.0018333333333333318,7.2393012847896e-4
LIBMF,100,50,0.05,0.05,0.1,,,,0.8926656445051014,0.05363333333333333,0.039007533730568346
LIBMF,100,50,0.05,0.01,0.01,,,,0.8926918049588086,0.003866666666666666,0.0014077171586396122
LIBMF,100,50,0.1,0.005,0.05,,,,0.8926984029327847,0.07173333333333333,0.05632922922449981
LIBMF,200,80,0.01,0.01,0.03,,,,0.8927666337153161,0.05446666666666666,0.026394518623387916
LIBMF,100,30,0.005,0.01,0.03,,,,0.8928254410477863,0.03280000000000003,0.011236602416276692
LIBMF,100,50,0.05,0.005,0.01,,,,0.8928629272301942,0.0037666666666666643,0.0014118562100170176
LIBMF,200,80,0.1,0.01,0.01,,,,0.8928818056520943,0.004099999999999998,0.0022421407519946273
LIBMF,100,30,0.005,0.005,0.03,,,,0.8929812454922705,0.03426666666666666,0.01232798288493284
LIBMF,200,80,0.1,0.005,0.01,,,,0.8930028867139751,0.0048,0.002644444104022067
LIBMF,75,30,0.005,0.01,0.03,,,,0.893021203906701,0.028066666666666653,0.008900292881366647
LIBMF,100,30,0.005,0.05,0.01,,,,0.893051495208988,0.00453333333333334,0.0011148546597941219
LIBMF,100,30,0.005,0.005,0.01,,,,0.8930865649251531,0.005899999999999998,0.0014414541749532496
LIBMF,10,50,0.1,0.1,0.05,,,,0.8930904391188211,0.003700000000000002,0.0030371983360885104
LIBMF,200,30,0.01,0.005,0.1,,,,0.8930946925801962,0.052333333333333336,0.03416565737417859
LIBMF,10,50,0.1,0.05,0.1,,,,0.8931123231189196,0.001099999999999999,5.387275221358581e-4
LIBMF,10,30,0.05,0.005,0.05,,,,0.8931437723957139,0.016366666666666668,0.011217601960012275
LIBMF,100,30,0.01,0.05,0.01,,,,0.8931700604423018,0.004333333333333333,0.0011147424676834499
LIBMF,200,80,0.1,0.05,0.01,,,,0.8931706756113098,0.001600000000000001,5.413847152066548e-4
LIBMF,200,50,0.005,0.005,0.1,,,,0.8931914214192163,0.05240000000000001,0.03457207817436652
LIBMF,200,30,0.01,0.01,0.05,,,,0.8932855390416939,0.054633333333333346,0.031678240837205204
LIBMF,100,30,0.005,0.01,0.01,,,,0.893294221134976,0.005666666666666672,0.0013656876665412542
LIBMF,10,30,0.1,0.005,0.05,,,,0.8932965785035272,0.0294,0.02522641001288229
LIBMF,75,50,0.05,0.1,0.01,,,,0.8933169415328961,0.0022333333333333315,7.589659634651079e-4
LIBMF,200,80,0.1,0.01,0.05,,,,0.8933367141219462,0.07316666666666667,0.05726257889362858
LIBMF,100,30,0.005,0.1,0.01,,,,0.8933555731107277,0.0036,9.669327285967707e-4
LIBMF,75,50,0.05,0.05,0.01,,,,0.8933564491029045,0.0029999999999999996,0.0011569306280627442
LIBMF,200,80,0.01,0.005,0.03,,,,0.8933880218231459,0.05329999999999999,0.025440648429428874
LIBMF,100,30,0.01,0.005,0.01,,,,0.8934367081254169,0.0058666666666666555,0.001433601537630113
LIBMF,25,30,0.1,0.05,0.1,,,,0.8934398348610885,0.022199999999999998,0.01678574252661701
LIBMF,200,50,0.005,0.05,0.1,,,,0.8934431719769549,0.021333333333333336,0.017329701804717837
LIBMF,100,30,0.01,0.1,0.01,,,,0.89346443390472,0.0033666666666666667,9.497824648052684e-4
LIBMF,100,30,0.01,0.1,0.1,,,,0.8934684062308103,0.015200000000000002,0.010286365554894993
LIBMF,75,30,0.005,0.005,0.03,,,,0.8935177905430787,0.030033333333333335,0.009980423821012644
LIBMF,100,30,0.01,0.01,0.01,,,,0.8935214967275129,0.0057666666666666725,0.001460064703439864
LIBMF,10,80,0.1,0.05,0.1,,,,0.8935215047208259,0.0012000000000000008,5.944252085011004e-4
LIBMF,200,50,0.05,0.01,0.05,,,,0.8935546953119066,0.06983333333333333,0.052255344126751334
LIBMF,75,50,0.1,0.005,0.05,,,,0.8935940916122787,0.06496666666666667,0.05016911330794849
LIBMF,25,30,0.1,0.1,0.03,,,,0.893623060575017,0.010300000000000004,0.0052012772551532785
LIBMF,10,80,0.1,0.05,0.05,,,,0.89366513789081,0.005466666666666667,0.004991249376223118
LIBMF,10,50,0.05,0.05,0.05,,,,0.8937042611892332,0.004966666666666667,0.002922606721868165
LIBMF,200,50,0.005,0.01,0.03,,,,0.8937073640433364,0.04526666666666668,0.019727799636886142
LIBMF,10,50,0.1,0.1,0.03,,,,0.8937257045918013,0.005266666666666668,0.0025887870544270475
LIBMF,25,30,0.005,0.05,0.03,,,,0.893734400076565,0.009200000000000009,0.001726118656264266
LIBMF,200,50,0.01,0.1,0.1,,,,0.8937815859399069,0.02323333333333333,0.01904778263987268
LIBMF,75,50,0.05,0.01,0.01,,,,0.8939672004371856,0.004666666666666666,0.001655225011296851
LIBMF,100,80,0.005,0.1,0.03,,,,0.893971710440904,0.022766666666666668,0.007906947566743386
LIBMF,75,30,0.01,0.1,0.05,,,,0.8940257899027994,0.02683333333333334,0.011479808153335382
LIBMF,50,50,0.01,0.05,0.03,,,,0.8940839496865671,0.02223333333333334,0.0067343224954444164
LIBMF,100,30,0.05,0.005,0.05,,,,0.8941193510335438,0.0622,0.04597053994615479
LIBMF,50,80,0.05,0.1,0.1,,,,0.8941315645224449,0.034333333333333334,0.024449500048557997
LIBMF,75,50,0.05,0.005,0.01,,,,0.8941392759243706,0.005266666666666666,0.0022013911262141125
LIBMF,200,30,0.005,0.005,0.1,,,,0.8942026355891722,0.0476,0.02939079922206108
LIBMF,200,50,0.005,0.005,0.03,,,,0.8942367133929734,0.047533333333333344,0.021286469654377093
LIBMF,50,30,0.005,0.005,0.03,,,,0.8942806102311195,0.02289999999999999,0.007044353968818879
LIBMF,50,30,0.005,0.01,0.03,,,,0.8943107168614655,0.022799999999999997,0.0061850250126735
LIBMF,10,30,0.05,0.01,0.05,,,,0.894339998120518,0.016866666666666672,0.011788374379638198
LIBMF,75,50,0.05,0.05,0.1,,,,0.894399869943628,0.048233333333333336,0.03411278315887431
LIBMF,10,30,0.01,0.05,0.03,,,,0.8944095661706231,0.006833333333333332,0.0012422291375450041
LIBMF,100,30,0.005,0.1,0.05,,,,0.8944238719165318,0.0285,0.012220314317558486
LIBMF,200,50,0.01,0.01,0.05,,,,0.8944303568214282,0.0607,0.03590498163223505
LIBMF,200,30,0.01,0.005,0.05,,,,0.89451736708624,0.05776666666666666,0.03198512184723075
LIBMF,200,80,0.005,0.1,0.05,,,,0.894547050538496,0.04533333333333333,0.02594875109727004
LIBMF,200,80,0.1,0.1,0.01,,,,0.8945942328292351,0.0013666666666666677,5.882262139968882e-4
LIBMF,200,30,0.05,0.1,0.01,,,,0.8945985647455376,0.002499999999999997,8.269623057699372e-4
LIBMF,25,80,0.05,0.1,0.01,,,,0.8946244602778376,0.0031666666666666683,0.001227873155198115
LIBMF,200,80,0.005,0.01,0.03,,,,0.8947906641679358,0.04916666666666668,0.02268677919853091
LIBMF,200,50,0.01,0.01,0.1,,,,0.8947958423511148,0.05773333333333333,0.03779504276768141
LIBMF,25,80,0.05,0.05,0.01,,,,0.8948599329350084,0.004600000000000002,0.0018205760583053661
LIBMF,10,30,0.1,0.01,0.05,,,,0.894933453614417,0.025500000000000002,0.022387509068916515
LIBMF,200,30,0.05,0.05,0.01,,,,0.8949549211190272,0.003300000000000001,0.0012033944212933873
LIBMF,10,30,0.01,0.1,0.03,,,,0.8949561667612361,0.003800000000000003,7.232189238523587e-4
LIBMF,50,50,0.005,0.1,0.03,,,,0.8950213075992989,0.011966666666666657,0.0027211914025882626
LIBMF,100,80,0.1,0.01,0.05,,,,0.8950308747969768,0.06523333333333334,0.050105788392473274
LIBMF,100,50,0.005,0.05,0.03,,,,0.8950527676579838,0.027566666666666666,0.00966591025877401
LIBMF,10,30,0.01,0.01,0.03,,,,0.8952662060095065,0.012333333333333333,0.002647883650563307
LIBMF,10,50,0.1,0.05,0.05,,,,0.8952846314201308,0.009233333333333333,0.008470386560265336
LIBMF,100,30,0.01,0.05,0.05,,,,0.8953046134481898,0.03983333333333333,0.020128615804063367
LIBMF,200,50,0.005,0.01,0.05,,,,0.8954221222262746,0.053333333333333344,0.027962326870464294
LIBMF,200,80,0.005,0.01,0.05,,,,0.8954525997849244,0.05860000000000001,0.032689628131124436
LIBMF,25,80,0.05,0.01,0.01,,,,0.8954729475974468,0.007499999999999997,0.002963177478904865
LIBMF,50,50,0.05,0.1,0.01,,,,0.895477869962436,0.0034000000000000007,0.001263461481217432
LIBMF,75,30,0.05,0.005,0.05,,,,0.8955920513514892,0.057633333333333335,0.04078144537947706
LIBMF,25,50,0.1,0.01,0.05,,,,0.8956599408231661,0.04243333333333334,0.03408952326824649
LIBMF,100,80,0.1,0.05,0.01,,,,0.895670842313315,0.0029666666666666674,0.0012186074804962264
LIBMF,50,50,0.05,0.05,0.01,,,,0.8956891486985094,0.0052999999999999966,0.0018485491814475797
LIBMF,25,80,0.05,0.005,0.01,,,,0.8956966001162076,0.008266666666666665,0.0036627112493076695
LIBMF,10,50,0.05,0.1,0.1,,,,0.8957902697700927,6.999999999999996e-4,2.99213785582364e-4
LIBMF,25,50,0.01,0.1,0.03,,,,0.8958429513829949,0.006000000000000009,0.0013119361400607827
LIBMF,200,80,0.005,0.005,0.1,,,,0.8958744480501664,0.057,0.03783495347218213
LIBMF,200,30,0.05,0.01,0.01,,,,0.8958869043559295,0.004366666666666665,0.0015160431981830814
LIBMF,25,30,0.05,0.1,0.1,,,,0.8959354173534585,0.011666666666666662,0.007634677612447445
LIBMF,100,80,0.1,0.01,0.01,,,,0.895993065442484,0.0062,0.003521276965332244
